,current_complaint_category,days_open,incident_location,cr_id
52522,KICKED,263,POLICE FACILITY/VEH PARKING LOT,1017987
52523,EXCESSIVE FORCE / ON DUTY - INJURY,330,FACTORY/MANUFACTURING BUILDING,1018425
52524,MISCELLANEOUS,1145,RESIDENCE,1018977
52525,IMPACT WEAPON - AUTHORIZED (BATON / ASP),85,PARK PROPERTY,1018881
52526,DOMESTIC INCIDENT - NOT PHYSICAL,83,RESIDENCE,1017351
52527,CLOSED HAND STRIKE (PUNCH),259,CHA PARKING LOT/GROUNDS,1017441
52528,"IMPACT WEAPON - UNAUTHORIZED (FLASHLIGHT, HANDCUFFS, ETC)",829,STREET,1019254
52529,EXCESSIVE FORCE / ON DUTY - INJURY,1379,RESIDENCE,1019231
52530,MISCELLANEOUS,314,STREET,1016572
52531,HANDCUFF TOO TIGHT,560,STREET,1018282
52532,FIREARM DISCHARGE NO HITS - HANDGUN,655,STREET,1017784
52533,MISCELLANEOUS,1196,STREET,1018085
52534,CLOSED HAND STRIKE (PUNCH),1288,PARKING LOT/GARAGE(NON.RESID.),1017305
52535,INJURY,473,RESIDENCE,1017299
52536,"RACIAL / ETHNIC, ETC.",455,STREET,1017853
52537,HARASSMENT,134,RESIDENCE,1018389
52538,CLOSED HAND STRIKE (PUNCH),441,SIDEWALK,1018376
52539,TAKE DOWN (THROWN TO GROUND),205,STREET,1017543
52540,"RACIAL / ETHNIC, ETC.",85,STREET,1018027
52541,MISCELLANEOUS,173,,1017768
52542,EXCESSIVE FORCE / OFF DUTY - INJURY,1302,STREET,1017419
52543,TAKE DOWN (THROWN TO GROUND),205,STREET,1017543
52544,CLOSED HAND STRIKE (PUNCH),768,STREET,1018525
52545,PUSH/PULL/GRAB,106,APARTMENT,1018985
52546,"RACIAL / ETHNIC, ETC.",113,STREET,1017466
52547,SEXUAL ORIENTATION,396,CTA TRAIN,1019339
52548,EXCESSIVE FORCE / ON DUTY - INJURY,620,APARTMENT,1019188
52549,UNJUSTIFIED POINTING OF FIREARM - HANDGUN,1096,DEPARTMENT STORE,1017553
52550,EXCESSIVE FORCE - TASER - USE OF,235,POLICE FACILITY/VEH PARKING LOT,1017982
52551,EXCESSIVE FORCE / ON DUTY - NO INJURY,790,SIDEWALK,1017849
52552,FIREARM DISCHARGE NO HITS - HANDGUN,655,STREET,1017784
52553,EXCESSIVE FORCE / ON DUTY - NO INJURY,200,STREET,1017513
52554,SEXUAL ORIENTATION,724,STREET,1017952
52555,EXCESSIVE FORCE / ON DUTY - INJURY,434,STREET,1017410
52556,CLOSED HAND STRIKE (PUNCH),259,CHA PARKING LOT/GROUNDS,1017441
52557,EXCESSIVE FORCE / ON DUTY - NO INJURY,200,STREET,1017513
52558,EXCESSIVE FORCE / ON DUTY - INJURY,230,ALLEY,1019018
52559,CLOSED HAND STRIKE (PUNCH),227,STREET,1017523
52560,EXCESSIVE FORCE / ON DUTY - INJURY,112,STREET,1019004
52561,EXCESSIVE FORCE / OFF DUTY - INJURY,1305,RESTAURANT,1016622
52562,MISCELLANEOUS,150,GOVERNMENT BUILDING/PROPERTY,1016484
52563,OPEN HAND STRIKE (SLAP),610,HOSPITAL BUILDING/GROUNDS,1016704
52564,HARASSMENT,6,OTHER,1017291
52565,IMPACT WEAPON - AUTHORIZED (BATON / ASP),111,STREET,1018133
52566,MISCELLANEOUS,173,,1017768
52567,UNNECESSARY DISPLAY OF WEAPON / OFF DUTY,69,PARKING LOT/GARAGE(NON.RESID.),1019084
52568,EXCESSIVE FORCE / ON DUTY - INJURY,1536,STREET,1018945
52569,"RACIAL / ETHNIC, ETC.",85,STREET,1019000
52570,EXCESSIVE FORCE / ON DUTY - INJURY,227,SIDEWALK,1017237
52571,EXCESSIVE FORCE / ON DUTY - INJURY,1023,POLICE FACILITY/VEH PARKING LOT,1017694
52572,TAKE DOWN (THROWN TO GROUND),383,POLICE FACILITY/VEH PARKING LOT,1016587
52573,THREATS,164,RESIDENCE,1019179
52574,MISCELLANEOUS,134,RESIDENCE,1017675
52575,EXCESSIVE FORCE / ON DUTY - INJURY,209,STREET,1019089
52576,PUSH/PULL/GRAB,192,RESIDENCE,1018431
52577,MISCELLANEOUS,121,APARTMENT,1018399
52578,CHOKED,380,STREET,1018217
52579,EXCESSIVE FORCE / ON DUTY - INJURY,329,STREET,1017858
52580,UNNECESSARY DISPLAY OF WEAPON / OFF DUTY,512,STREET,1017840
52581,EXCESSIVE FORCE / ON DUTY - NO INJURY,156,CHA APARTMENT,1019391
52582,IMPACT WEAPON - AUTHORIZED (BATON / ASP),1035,STREET,1017423
52583,FIREARM USED AS AN IMPACT WEAPON,278,RESIDENCE,1017304
52584,EXCESSIVE FORCE / ON DUTY - INJURY,620,HOSPITAL BUILDING/GROUNDS,1019188
52585,EXCESSIVE FORCE / ON DUTY - INJURY,701,STREET,1018162
52586,"RACIAL / ETHNIC, ETC.",154,STREET,1018121
52587,"RACIAL / ETHNIC, ETC.",449,STREET,1019563
52588,CHOKED,380,STREET,1018217
52589,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,850,STREET,1017747
52590,PUSHED TO GROUND,1083,,1018139
52591,MISCELLANEOUS,72,COMMERCIAL / BUSINESS OFFICE,1017366
52592,MISCELLANEOUS,331,"SCHOOL, PUBLIC, GROUNDS",1017390
52593,MISCELLANEOUS,802,STREET,1018077
52594,PUSH/PULL/GRAB,660,STREET,1017388
52595,MISCELLANEOUS,308,CHA PARKING LOT/GROUNDS,1017424
52596,CLOSED HAND STRIKE (PUNCH),1360,SIDEWALK,1017629
52597,"RACIAL / ETHNIC, ETC.",154,STREET,1018121
52598,EXCESSIVE FORCE / OFF DUTY - INJURY,615,PARK PROPERTY,1019338
52599,UNNECESSARY DISPLAY OF WEAPON / OFF DUTY,98,STREET,1018233
52600,CIVIL SUITS - THIRD PARTY ,34,,1019461
52601,CLOSED HAND STRIKE (PUNCH),653,ALLEY,1017407
52602,CLOSED HAND STRIKE (PUNCH),389,STREET,1017976
52603,CLOSED HAND STRIKE (PUNCH),389,POLICE FACILITY/VEH PARKING LOT,1017976
52604,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,39,APARTMENT,1018907
52605,MISCELLANEOUS,500,SIDEWALK,1018159
52606,MISCELLANEOUS,250,STREET,1018280
52607,CLOSED HAND STRIKE (PUNCH),145,,1019360
52608,EXCESSIVE FORCE / ON DUTY - INJURY,1023,STREET,1017694
52609,"RACIAL / ETHNIC, ETC.",1014,STREET,1018246
52610,CLOSED HAND STRIKE (PUNCH),107,STREET,1018260
52611,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,344,STREET,1019207
52612,MISCELLANEOUS,99,HOSPITAL BUILDING/GROUNDS,1018485
52613,MISCELLANEOUS,55,STREET,1019405
52614,HARASSMENT,69,RESIDENCE,1018492
52615,EXCESSIVE FORCE / ON DUTY - INJURY,454,STREET,1018015
52616,MISCELLANEOUS,822,STREET,1018200
52617,MISCELLANEOUS,1125,STREET,1017663
52618,MISCELLANEOUS,1413,STREET,1017110
52619,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,432,RESIDENCE,1017644
52620,EXCESSIVE FORCE / ON DUTY - INJURY,1284,PARK PROPERTY,1019440
52621,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,764,STREET,1019253
52622,MISCELLANEOUS,92,STREET,1018845
52623,EXCESSIVE FORCE / ON DUTY - INJURY,1023,POLICE FACILITY/VEH PARKING LOT,1017694
52624,"U CONVERTED TO C.R. (RECORDS KEEPING ONLY, INITIAL)",417,STREET,1018081
52625,CHOKED,979,SIDEWALK,1018529
52626,MISCELLANEOUS,72,STREET,1017374
52627,EXCESSIVE FORCE / ON DUTY - INJURY,505,STREET,1018384
52628,CLOSED HAND STRIKE (PUNCH),216,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1017535
52629,CLOSED HAND STRIKE (PUNCH),227,STREET,1017523
52630,HANDCUFF TOO TIGHT,100,STREET,1018215
52631,PROPER CARE - INJURY / DEATH,1295,STREET,1018218
52632,EXCESSIVE FORCE / ON DUTY - INJURY,440,STREET,1018272
52633,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,76,STREET,1018285
52634,MISCELLANEOUS,53,STREET,1017895
52635,MISCELLANEOUS,344,STREET,1017571
52636,IMPACT WEAPON - AUTHORIZED (BATON / ASP),111,STREET,1018133
52637,CLOSED HAND STRIKE (PUNCH),166,STREET,1018301
52638,"U CONVERTED TO C.R. (RECORDS KEEPING ONLY, INITIAL)",1662,RESIDENCE,1018010
52639,UNNECESSARY DISPLAY OF WEAPON / OFF DUTY,512,STREET,1017840
52640,MISCELLANEOUS,221,STREET,1017593
52641,CLOSED HAND STRIKE (PUNCH),441,SIDEWALK,1018376
52642,EXCESSIVE FORCE / ON DUTY - INJURY,505,STREET,1018384
52643,MISCELLANEOUS,1125,STREET,1017663
52644,MISCELLANEOUS,250,STREET,1018280
52645,OPEN HAND STRIKE (SLAP),254,STREET,1018256
52646,EXCESSIVE FORCE / ON DUTY - INJURY,1023,STREET,1017694
52647,MISCELLANEOUS,1794,STREET,1017385
52648,EXCESSIVE FORCE / ON DUTY - INJURY,620,APARTMENT,1019188
52649,EXCESSIVE FORCE / ON DUTY - NO INJURY,965,STREET,1017936
52650,CLOSED HAND STRIKE (PUNCH),416,STREET,1017910
52651,CLOSED HAND STRIKE (PUNCH),60,STREET,1019160
52652,EXCESSIVE FORCE / ON DUTY - INJURY,701,STREET,1018162
52653,CLOSED HAND STRIKE (PUNCH),107,STREET,1018260
52654,SEXUAL ORIENTATION,575,STREET,1018700
52655,HANDCUFF TOO TIGHT,100,STREET,1018215
52656,EXCESSIVE FORCE / ON DUTY - INJURY,1334,ALLEY,1018546
52657,EXCESSIVE FORCE / ON DUTY - INJURY,231,STREET,1018135
52658,MISCELLANEOUS,1196,STREET,1018085
52659,PUSH/PULL/GRAB,30,STREET,1018566
52660,CLOSED HAND STRIKE (PUNCH),768,STREET,1018525
52661,EXCESSIVE FORCE / ON DUTY - NO INJURY,281,STREET,1018267
52662,CLOSED HAND STRIKE (PUNCH),186,APARTMENT,1018576
52663,"RACIAL / ETHNIC, ETC.",22,HOSPITAL BUILDING/GROUNDS,1018784
52664,PUSH/PULL/GRAB,171,RESTAURANT,1018786
52665,CLOSED HAND STRIKE (PUNCH),125,STREET,1018321
52666,MISCELLANEOUS,226,APARTMENT,1017448
52667,MISCELLANEOUS,257,STREET,1018268
52668,KICKED,211,STREET,1019453
52669,MISCELLANEOUS,28,BOAT/WATERCRAFT,1018578
52670,MISCELLANEOUS,28,BOAT/WATERCRAFT,1018578
52671,EXCESSIVE FORCE / ON DUTY - INJURY,311,RESIDENCE,1019328
52672,EXCESSIVE FORCE / ON DUTY - INJURY,440,STREET,1018272
52673,EXCESSIVE FORCE / ON DUTY - INJURY,372,STREET,1019425
52674,EXCESSIVE FORCE / ON DUTY - INJURY,297,HOSPITAL BUILDING/GROUNDS,1018789
52675,CLOSED HAND STRIKE (PUNCH),304,STREET,1018731
52676,CHOKED,425,BAR OR TAVERN,1018645
52677,TAKE DOWN (THROWN TO GROUND),337,CTA PLATFORM,1017807
52678,HARASSMENT,69,RESIDENCE,1018492
52679,PUSH/PULL/GRAB,192,RESIDENCE,1018431
52680,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,39,APARTMENT,1018907
52681,"RACIAL / ETHNIC, ETC.",1014,STREET,1018246
52682,EXCESSIVE FORCE / ON DUTY - INJURY,806,,1017459
52683,OPEN HAND STRIKE (SLAP),182,SIDEWALK,1018652
52684,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,45,STREET,1018796
52685,TAKE DOWN (THROWN TO GROUND),337,CTA PLATFORM,1017807
52686,MISCELLANEOUS,99,HOSPITAL BUILDING/GROUNDS,1018485
52687,"RACIAL / ETHNIC, ETC.",1006,RESIDENCE,1018727
52688,EXCESSIVE FORCE / ON DUTY - NO INJURY,81,STREET,1018797
52689,DOMESTIC ALTERCATION - PHYSICAL ABUSE,247,RESIDENCE,1018768
52690,MISCELLANEOUS,128,STREET,1018816
52691,EXCESSIVE FORCE / ON DUTY - INJURY,330,FACTORY/MANUFACTURING BUILDING,1018425
52692,MISCELLANEOUS,822,STREET,1018200
52693,TAKE DOWN (THROWN TO GROUND),274,PARK PROPERTY,1017785
52694,EXCESSIVE FORCE / ON DUTY - INJURY,438,CTA BUS,1018886
52695,MISCELLANEOUS,734,HOSPITAL BUILDING/GROUNDS,1018537
52696,OPEN HAND STRIKE (SLAP),1024,STREET,1018814
52697,CHOKED,425,BAR OR TAVERN,1018645
52698,INJURY,241,RESIDENCE,1018743
52699,PUSHED TO GROUND,55,APARTMENT,1018883
52700,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,214,STREET,1018562
52701,OPEN HAND STRIKE (SLAP),182,SIDEWALK,1018652
52702,OPEN HAND STRIKE (SLAP),1089,SIDEWALK,1018738
52703,"RACIAL / ETHNIC, ETC.",382,RESIDENCE,1018751
52704,CLOSED HAND STRIKE (PUNCH),166,STREET,1018301
52705,OC CHEMICAL WEAPON,245,GOVERNMENT BUILDING/PROPERTY,1018382
52706,CLOSED HAND STRIKE (PUNCH),389,STREET,1017976
52707,CLOSED HAND STRIKE (PUNCH),389,POLICE FACILITY/VEH PARKING LOT,1017976
52708,MISCELLANEOUS,35,STREET,1018626
52709,MISCELLANEOUS,35,STREET,1018626
52710,TAKE DOWN (THROWN TO GROUND),239,SIDEWALK,1018812
52711,OC CHEMICAL WEAPON,245,GOVERNMENT BUILDING/PROPERTY,1018382
52712,PUSH/PULL/GRAB,106,APARTMENT,1018985
52713,CHOKED,979,SIDEWALK,1018529
52714,CLOSED HAND STRIKE (PUNCH),358,POLICE FACILITY/VEH PARKING LOT,1018839
52715,OPEN HAND STRIKE (SLAP),1089,SIDEWALK,1018738
52716,EXCESSIVE FORCE / ON DUTY - INJURY,339,RESIDENCE,1018832
52717,MISCELLANEOUS,92,STREET,1018845
52718,HARASSMENT,134,RESIDENCE,1018389
52719,HANDCUFF TOO TIGHT,531,CHA APARTMENT,1018696
52720,MISCELLANEOUS,393,STREET,1018690
52721,EXCESSIVE FORCE / ON DUTY - INJURY,518,STREET,1018691
52722,MISCELLANEOUS,734,HOSPITAL BUILDING/GROUNDS,1018537
52723,IMPACT WEAPON - AUTHORIZED (BATON / ASP),85,PARK PROPERTY,1018881
52724,EXCESSIVE FORCE / ON DUTY - INJURY,297,HOSPITAL BUILDING/GROUNDS,1018789
52725,EXCESSIVE FORCE / ON DUTY - INJURY,656,RESIDENCE,1018836
52726,EXCESSIVE FORCE / ON DUTY - INJURY,349,RESIDENCE,1019100
52727,TAKE DOWN (THROWN TO GROUND),239,SIDEWALK,1018812
52728,EXCESSIVE FORCE / ON DUTY - INJURY,770,RESIDENCE,1019279
52729,PUSH/PULL/GRAB,30,STREET,1018566
52730,EXCESSIVE FORCE / ON DUTY - INJURY,349,RESIDENCE,1019100
52731,TWISTED EXTREMITIES (WRIST/ARM/LEG),333,PARKING LOT/GARAGE(NON.RESID.),1019078
52732,EXCESSIVE FORCE / ON DUTY - INJURY,535,CTA TRAIN,1018197
52733,CLOSED HAND STRIKE (PUNCH),768,STREET,1018525
52734,CLOSED HAND STRIKE (PUNCH),768,STREET,1018525
52735,MISCELLANEOUS,34,HOSPITAL BUILDING/GROUNDS,1018634
52736,CLOSED HAND STRIKE (PUNCH),297,POLICE FACILITY/VEH PARKING LOT,1018788
52737,MISCELLANEOUS,393,STREET,1018690
52738,"RACIAL / ETHNIC, ETC.",22,HOSPITAL BUILDING/GROUNDS,1018784
52739,EXCESSIVE FORCE / ON DUTY - INJURY,1536,STREET,1018945
52740,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,45,STREET,1018796
52741,MISCELLANEOUS,269,STREET,1018799
52742,CLOSED HAND STRIKE (PUNCH),297,POLICE FACILITY/VEH PARKING LOT,1018788
52743,MISCELLANEOUS,34,HOSPITAL BUILDING/GROUNDS,1018634
52744,CLOSED HAND STRIKE (PUNCH),304,STREET,1018731
52745,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,344,STREET,1019207
52746,MISCELLANEOUS,1864,POLICE FACILITY/VEH PARKING LOT,1019241
52747,TAKE DOWN (THROWN TO GROUND),219,STREET,1019276
52748,TAKE DOWN (THROWN TO GROUND),219,POLICE FACILITY/VEH PARKING LOT,1019276
52749,"RACIAL / ETHNIC, ETC.",85,STREET,1019000
52750,CLOSED HAND STRIKE (PUNCH),60,STREET,1019160
52751,EXCESSIVE FORCE / ON DUTY - INJURY,627,ALLEY,1019198
52752,EXCESSIVE FORCE / ON DUTY - INJURY,209,STREET,1019089
52753,EXCESSIVE FORCE / ON DUTY - INJURY,783,STREET,1018747
52754,KICKED,98,CHA PARKING LOT/GROUNDS,1019085
52755,EXCESSIVE FORCE / ON DUTY - INJURY,620,HOSPITAL BUILDING/GROUNDS,1019188
52756,FAIL TO OBTAIN A COMPLAINT REGISTER NUMBER,273,,1019099
52757,CHOKED,681,SIDEWALK,1019205
52758,CHOKED,681,POLICE FACILITY/VEH PARKING LOT,1019205
52759,MISCELLANEOUS,1145,RESIDENCE,1018977
52760,UNNECESSARY DISPLAY OF WEAPON / OFF DUTY,461,SIDEWALK,1019300
52761,EXCESSIVE FORCE / ON DUTY - INJURY,339,RESIDENCE,1018832
52762,"IMPACT WEAPON - UNAUTHORIZED (FLASHLIGHT, HANDCUFFS, ETC)",829,STREET,1019254
52763,EXCESSIVE FORCE / ON DUTY - INJURY,1003,RESIDENCE,1019258
52764,CHOKED,681,SIDEWALK,1019205
52765,OPEN HAND STRIKE (SLAP),893,POLICE FACILITY/VEH PARKING LOT,1019148
52766,EXCESSIVE FORCE / ON DUTY - INJURY,438,CTA BUS,1018886
52767,MISCELLANEOUS,269,STREET,1018799
52768,THREATS,215,RESIDENCE,1018671
52769,TAKE DOWN (THROWN TO GROUND),1007,DEPARTMENT STORE,1019088
52770,EXCESSIVE FORCE / ON DUTY - INJURY,48,STREET,1019457
52771,UNNECESSARY DISPLAY OF WEAPON / OFF DUTY,69,PARKING LOT/GARAGE(NON.RESID.),1019084
52772,TWISTED EXTREMITIES (WRIST/ARM/LEG),333,PARKING LOT/GARAGE(NON.RESID.),1019078
52773,CLOSED HAND STRIKE (PUNCH),186,APARTMENT,1018576
52774,CLOSED HAND STRIKE (PUNCH),401,,1019357
52775,CLOSED HAND STRIKE (PUNCH),1399,"SCHOOL, PUBLIC, GROUNDS",1019519
52776,EXCESSIVE FORCE / ON DUTY - INJURY,518,STREET,1018691
52777,PUSH/PULL/GRAB,171,RESTAURANT,1018786
52778,EXCESSIVE FORCE / ON DUTY - NO INJURY,1239,"SCHOOL, PUBLIC, GROUNDS",1019729
52779,"RACIAL / ETHNIC, ETC.",151,STREET,1020327
52780,PUSH/PULL/GRAB,262,SIDEWALK,1017848
52781,THREATS,215,RESIDENCE,1018671
52782,OPEN HAND STRIKE (SLAP),1024,STREET,1018814
52783,PUSH/PULL/GRAB,1027,STREET,1019751
52784,SEXUAL ORIENTATION,396,CTA TRAIN,1019339
52785,MISCELLANEOUS,1070,CHA APARTMENT,1019746
52786,EXCESSIVE FORCE / ON DUTY - INJURY,153,RESIDENTIAL YARD (FRONT/BACK),1019640
52787,EXCESSIVE FORCE / ON DUTY - NO INJURY,211,STREET,1019433
52788,MISCELLANEOUS,184,STREET,1019407
52789,EXCESSIVE FORCE / ON DUTY - INJURY,783,STREET,1018747
52790,INJURY,241,RESIDENCE,1018743
52791,EXCESSIVE FORCE / ON DUTY - INJURY,230,ALLEY,1019018
52792,ELBOW STRIKE,588,APARTMENT,1020436
52793,DOMESTIC INCIDENT - NOT PHYSICAL,620,RESIDENCE,1019541
52794,KNEE STRIKE,654,SIDEWALK,1019367
52795,FIREARM USED AS AN IMPACT WEAPON,513,STREET,1019675
52796,PUSH/PULL/GRAB,102,POLICE FACILITY/VEH PARKING LOT,1019788
52797,MISCELLANEOUS,298,SIDEWALK,1016748
52798,EXCESSIVE FORCE / ON DUTY - INJURY,1069,JAIL / LOCK-UP FACILITY,1019756
52799,EXCESSIVE FORCE / ON DUTY - INJURY,1334,ALLEY,1018546
52800,CHOKED,293,STREET,1019429
52801,EXCESSIVE FORCE / ON DUTY - INJURY,754,STREET,1020457
52802,STOMPED / STEPPED ON,1146,STREET,1019638
52803,CLOSED HAND STRIKE (PUNCH),94,SIDEWALK,1017715
52804,INJURY,1379,RESIDENCE,1017716
52805,CHOKED,873,RESIDENTIAL YARD (FRONT/BACK),1019727
52806,CIVIL SUITS - THIRD PARTY ,34,"SCHOOL, PUBLIC, BUILDING",1019461
52807,"RACIAL / ETHNIC, ETC.",1006,RESIDENCE,1018727
52808,"RACIAL / ETHNIC, ETC.",197,STREET,1019039
52809,HANDCUFF TOO TIGHT,531,CHA APARTMENT,1018696
52810,CLOSED HAND STRIKE (PUNCH),145,CTA PLATFORM,1018888
52811,MISCELLANEOUS,56,STREET,1019511
52812,PROPER CARE - INJURY / DEATH,1527,JAIL / LOCK-UP FACILITY,1017706
52813,CLOSED HAND STRIKE (PUNCH),422,STREET,1017788
52814,EXCESSIVE FORCE / ON DUTY - NO INJURY,1004,STREET,1019631
52815,FIREARM USED AS AN IMPACT WEAPON,1123,SIDEWALK,1019626
52816,CLOSED HAND STRIKE (PUNCH),162,STREET,1017774
52817,PUSH/PULL/GRAB,235,PARK PROPERTY,1019522
52818,PROPER CARE - INJURY / DEATH,1527,JAIL / LOCK-UP FACILITY,1017706
52819,TAKE DOWN (THROWN TO GROUND),358,STREET,1019577
52820,DOMESTIC INCIDENT - NOT PHYSICAL,620,RESIDENCE,1019541
52821,SEXUAL ORIENTATION,575,STREET,1018700
52822,DOMESTIC ALTERCATION - PHYSICAL ABUSE,247,RESIDENCE,1018768
52823,PUSHED TO GROUND,55,APARTMENT,1018883
52824,EXCESSIVE FORCE / ON DUTY - INJURY,656,RESIDENCE,1018836
52825,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,273,ALLEY,1017842
52826,EXCESSIVE FORCE / ON DUTY - NO INJURY,156,CHA APARTMENT,1019391
52827,SEXUAL ORIENTATION,294,RESIDENCE,1010753
52828,IMPACT WEAPON - AUTHORIZED (BATON / ASP),468,STREET,1020322
52829,TAKE DOWN (THROWN TO GROUND),1007,DEPARTMENT STORE,1019088
52830,EXCESSIVE FORCE / ON DUTY - INJURY,112,STREET,1019004
52831,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,764,STREET,1019253
52832,DOMESTIC ALTERCATION - PHYSICAL ABUSE,370,RESIDENCE,1017712
52833,CHOKED,480,RESIDENTIAL YARD (FRONT/BACK),1020559
52834,ILLEGAL ARREST / FALSE ARREST,401,,1019381
52835,EXCESSIVE FORCE / ON DUTY - INJURY,1003,APARTMENT,1019258
52836,"RACIAL / ETHNIC, ETC.",269,RESIDENCE,1020244
52837,PUSH/PULL/GRAB,912,PARK PROPERTY,1020452
52838,"RACIAL / ETHNIC, ETC.",169,GAS STATION,1019650
52839,UNNECESSARY DISPLAY OF WEAPON / OFF DUTY,248,,1019576
52840,IMPACT WEAPON - AUTHORIZED (BATON / ASP),468,STREET,1020322
52841,EXCESSIVE FORCE / ON DUTY - NO INJURY,81,STREET,1018797
52842,THREATS,43,RESIDENCE,1019242
52843,MISCELLANEOUS,1864,POLICE FACILITY/VEH PARKING LOT,1019241
52844,IMPACT WEAPON - AUTHORIZED (BATON / ASP),73,STREET,1019169
52845,"RACIAL / ETHNIC, ETC.",382,RESIDENCE,1018751
52846,PROPER CARE - INJURY / DEATH,1295,STREET,1018218
52847,ILLEGAL ARREST / FALSE ARREST,401,,1019381
52848,TAKE DOWN (THROWN TO GROUND),100,STREET,1020433
52849,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,487,RESIDENCE,1019571
52850,MISCELLANEOUS,43,STREET,1019838
52851,EXCESSIVE FORCE / ON DUTY - INJURY,1379,RESIDENCE,1019231
52852,EXCESSIVE FORCE / ON DUTY - NO INJURY,468,RESIDENCE,1020307
52853,PUSH/PULL/GRAB,235,PARK PROPERTY,1019522
52854,TAKE DOWN (THROWN TO GROUND),174,CTA PLATFORM,1020023
52855,EXCESSIVE FORCE / ON DUTY - NO INJURY,48,STREET,1019840
52856,EXCESSIVE FORCE / ON DUTY - INJURY,620,POLICE FACILITY/VEH PARKING LOT,1020317
52857,CHOKED,293,STREET,1019429
52858,EXCESSIVE FORCE / OFF DUTY - INJURY,615,PARK PROPERTY,1019338
52859,OPEN HAND STRIKE (SLAP),384,POLICE FACILITY/VEH PARKING LOT,1019667
52860,THREATS,164,RESIDENCE,1019179
52861,CLOSED HAND STRIKE (PUNCH),145,CTA PLATFORM,1018888
52862,PUSH/PULL/GRAB,102,POLICE FACILITY/VEH PARKING LOT,1019788
52863,MISCELLANEOUS,628,RESIDENCE,1019670
52864,FIREARM USED AS AN IMPACT WEAPON,1123,RESIDENTIAL YARD (FRONT/BACK),1019626
52865,CLOSED HAND STRIKE (PUNCH),162,STREET,1017774
52866,TWISTED EXTREMITIES (WRIST/ARM/LEG),102,OTHER,1019116
52867,OPEN HAND STRIKE (SLAP),893,POLICE FACILITY/VEH PARKING LOT,1019148
52868,EXCESSIVE FORCE / ON DUTY - NO INJURY,435,STREET,1019071
52869,CHOKED,681,POLICE FACILITY/VEH PARKING LOT,1019205
52870,EXCESSIVE FORCE / ON DUTY - INJURY,139,STREET,1019663
52871,CLOSED HAND STRIKE (PUNCH),491,STREET,1017612
52872,MISCELLANEOUS,128,STREET,1018816
52873,CLOSED HAND STRIKE (PUNCH),401,,1019357
52874,EXCESSIVE FORCE / ON DUTY - INJURY,454,STREET,1018015
52875,OPEN HAND STRIKE (SLAP),384,POLICE FACILITY/VEH PARKING LOT,1019667
52876,EXCESSIVE FORCE / ON DUTY - NO INJURY,1118,RESIDENCE,1018068
52877,THREATS,43,RESIDENCE,1019242
52878,TWISTED EXTREMITIES (WRIST/ARM/LEG),102,OTHER,1019116
52879,EXCESSIVE FORCE / ON DUTY - NO INJURY,214,ALLEY,1019349
52880,EXCESSIVE FORCE / ON DUTY - INJURY,1284,POLICE FACILITY/VEH PARKING LOT,1019440
52881,CLOSED HAND STRIKE (PUNCH),297,ALLEY,1017943
52882,"RACIAL / ETHNIC, ETC.",85,STREET,1018027
52883,VERBAL ABUSE,36,RESIDENCE,1019657
52884,ELBOW STRIKE,204,STREET,1019683
52885,DOMESTIC ALTERCATION - PHYSICAL ABUSE,370,RESIDENCE,1017712
52886,CLOSED HAND STRIKE (PUNCH),297,ALLEY,1017943
52887,EXCESSIVE FORCE / ON DUTY - NO INJURY,435,STREET,1019071
52888,EXCESSIVE FORCE / ON DUTY - INJURY,1069,JAIL / LOCK-UP FACILITY,1019756
52889,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,52,STREET,1019557
52890,EXCESSIVE FORCE / ON DUTY - INJURY,434,STREET,1017410
52891,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,991,STREET,1019593
52892,EXCESSIVE FORCE / ON DUTY - NO INJURY,965,STREET,1017936
52893,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,183,PARK PROPERTY,1019505
52894,EXCESSIVE FORCE / ON DUTY - INJURY,139,STREET,1019663
52895,EXCESSIVE FORCE / ON DUTY - INJURY,231,STREET,1018135
52896,INJURY,1379,RESIDENCE,1017716
52897,MISCELLANEOUS,356,GOVERNMENT BUILDING/PROPERTY,1017850
52898,EXCESSIVE FORCE / ON DUTY - NO INJURY,211,STREET,1019433
52899,PUSH/PULL/GRAB,104,STREET,1020338
52900,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,1063,STREET,1020503
